id,url,title,text
18413243,https://en.wikipedia.org/wiki/Kamalabai%20Hospet,Kamalabai Hospet,"Kamalabai Hospet also known as (Kamalatai Hospet) (1896–1981) was a co-founder of Matru Sewa Sangh, a non-profit social organisation based in Nagpur, Maharashtra, India."
73525924,https://en.wikipedia.org/wiki/Square%20Top%20Mountain,Square Top Mountain,"Square Top Mountain is a  mountain summit in Clear Creek County, Colorado, United States."
27756716,https://en.wikipedia.org/wiki/2010%E2%80%9311%20Genoa%20CFC%20season,2010–11 Genoa CFC season,"During the 2010–11 season, Genoa C.F.C. competed in the Serie A, the top division of Italian football, and the Coppa Italia."
4501636,https://en.wikipedia.org/wiki/Elte%2C%20North%20Rhine-Westphalia,"Elte, North Rhine-Westphalia","Federal Statistical Office (ed.): Historical municipality directory for the Federal Republic of Germany. Name, border and key number changes in municipalities, districts and administrative districts from 27.5.1970 to 31.12.1982 . W. Kohlhammer, Stuttgart / Mainz 1983,  , p. 317th"
55452331,https://en.wikipedia.org/wiki/Cognitive%20social%20structures,Cognitive social structures,Alice is friends with Bob and Charlie. The triad is said to be balanced if Bob and Charlie are also friends. It is unbalanced if Bob and Charlie are not friends.
25254586,https://en.wikipedia.org/wiki/Giovanni%20Delfino,Giovanni Delfino,"Giovanni Delfino (camerlengo) (1545–1622), Camerlengo of the Sacred College of Cardinals"
47615576,https://en.wikipedia.org/wiki/Regency%20Love,Regency Love,"Regency Love is an iOS game from Australian indie studio Tea for Three Studios set in Regency-era England. This interactive/visual novel-style game puts the player in the shoes of a young woman of marrying age, who must improve her talents, such as reading and needlepoint, in her search for an eligible bachelor to marry her. Regency Love was originally released in December 2013 in the Apple Store. In May 2015, Tea for Three released a downloadable content pack, with an additional suitor and more backstories for characters, as well as bug fixes."
37356041,https://en.wikipedia.org/wiki/Men%27s%20Pan%20American%20Junior%20Championship,Men's Pan American Junior Championship,The Men's Pan American Junior Championship is a men's international under-21 field hockey tournament organized by the Pan American Hockey Federation. The tournament has been held since 1978 and serves as a qualification tournament for the Junior World Cup.
31228650,https://en.wikipedia.org/wiki/MiRTarBase,MiRTarBase,"miRTarBase  is a curated database of MicroRNA-Target Interactions. As a database, miRTarBase has accumulated more than fifty thousand miRNA-target interactions (MTIs), which are collected by manually surveying pertinent literature after data mining of the text systematically to filter research articles related to functional studies of miRNAs. Generally, the collected MTIs are validated experimentally by reporter assay, western blot, microarray and next-generation sequencing experiments. While containing the largest amount of validated MTIs, the miRTarBase provides the most updated collection by comparing with other similar, previously developed databases."
35304238,https://en.wikipedia.org/wiki/United%20States%20Nordic%20Combined%20Championships%202012,United States Nordic Combined Championships 2012,"The United States Nordic Combined Championships 2012 took place on October 1, 2011 in Fox River Grove, Illinois. The olympic medalist Bill Demong won the race."
70696809,https://en.wikipedia.org/wiki/Eugene%20Peter%20Knudsen,Eugene Peter Knudsen,"Knudsen was born in Badger, Kingsbury County, South Dakota. He grew up in Kandiyohi, Kandiyohi County, Minnesota and lived with his wife and family on a farm in Kandiyohi, Minnesota. He went to public school in Kandiyohi, Minnesota. Knudsen was a farmer and raised cattle. He served on the Kandiyohi School Board from 1946 to 1954 and was the chair of the school board. Knudsen served in the Minnesota House of Representatives from 1955 to 1962 and in the Minnesota Senate from 1963 to 1966. In 1979, he moved to Spicer, Minnesota. Knudsen died from a heart attack in Kandiyohi, Minnesota while doing carpentry work."
1057544,https://en.wikipedia.org/wiki/Lu%20Xun%20Literary%20Prize,Lu Xun Literary Prize,铁流、徐锦庚: 《中国民办教育调查》 Tie Liu and Xu Jingeng: Survey of Private Education in China
46516261,https://en.wikipedia.org/wiki/Carrier%20Houses,Carrier Houses,It was added to the National Register of Historic Places in 1992.
62225274,https://en.wikipedia.org/wiki/Jackie%20Empson,Jackie Empson,Jacqueline 'Jackie' Empson (born 1974) is a female British former field hockey player.
8892012,https://en.wikipedia.org/wiki/Walter%20Harzer,Walter Harzer,"Born in 1912, Harzer joined the SS in 1931. In March 1934 Harzer joined SS-Verfügungstruppe and was assigned to the Sicherheitsdienst and later the SS Division Das Reich. He participated in the invasion of Poland. From mid-1942 until April 1943 Walter served as a staff officer first with the LVII.Panzer Corps and later with the SS Division Frundsberg."
71031533,https://en.wikipedia.org/wiki/Dabada,Dabada,"The poet and storyteller Abdul Hadi Saadoun said: ""dabada has influenced a whole generation of young Iraqi writers, and the texts that have emerged since. He suggested that reading the new Iraqi novel should be started starting from the date of publication of dapada, as it is a bright point that cannot be crossed, “he said."
13697062,https://en.wikipedia.org/wiki/Dan%20Daub,Dan Daub,"The New York Times reported on December 22, 1895, that Dan was among approximately 20 men who stoned and fired shotguns, also known as whitecapping, upon the home of Mrs. Wescoe of Hamilton, Ohio. Daub, who passes his winters in Mintonville, Ohio, was also among those that had warrants issued for his arrest."
